order_id,customer_id,product_id,quantity,unit_price,discount_pct,total_amount,status,order_date,updated_at
2166,339,96,3,67.93,0,203.79,shipped,2026-04-16T12:56:01.208332,2026-04-16T12:56:01.208332
2167,144,78,1,152.1,5,144.49,completed,2026-03-29T05:56:01.208332,2026-03-29T05:56:01.208332
2168,486,63,3,91.0,0,273.0,completed,2026-04-20T00:07:01.208332,2026-04-20T00:07:01.208332
2169,50,86,1,186.11,15,158.19,completed,2026-06-04T01:04:01.208332,2026-06-04T01:04:01.208332
2170,170,47,3,46.2,15,117.81,processing,2026-07-15T09:01:01.208332,2026-07-15T09:01:01.208332
2171,271,78,3,152.1,0,456.3,completed,2026-06-21T23:20:01.208332,2026-06-21T23:20:01.208332
2172,108,75,4,16.16,0,64.64,completed,2026-08-04T02:34:01.208332,2026-08-04T02:34:01.208332
2173,67,81,5,137.86,0,689.3,processing,2026-03-03T01:40:01.208332,2026-03-03T01:40:01.208332
2174,496,84,2,114.05,0,228.1,shipped,2026-07-01T21:04:01.208332,2026-07-01T21:04:01.208332
2175,474,13,1,225.88,10,203.29,completed,2026-06-16T06:51:01.208332,2026-06-16T06:51:01.208332
2176,155,93,4,127.01,20,406.43,processing,2026-04-01T08:54:01.208332,2026-04-01T08:54:01.208332
2177,370,20,1,40.55,0,40.55,shipped,2026-03-30T11:56:01.208332,2026-03-30T11:56:01.208332
2178,282,92,3,16.89,20,40.54,processing,2026-07-28T23:05:01.208332,2026-07-28T23:05:01.208332
2179,500,45,3,66.28,5,188.9,cancelled,2026-06-18T06:17:01.208332,2026-06-18T06:17:01.208332
2180,61,56,1,16.97,5,16.12,processing,2026-05-10T21:01:01.208332,2026-05-10T21:01:01.208332
2181,477,65,1,210.38,0,210.38,completed,2026-06-12T16:06:01.208332,2026-06-12T16:06:01.208332
2182,357,17,3,85.34,0,256.02,processing,2026-08-16T14:20:01.208332,2026-08-16T14:20:01.208332
2183,32,89,2,214.41,15,364.5,shipped,2026-07-21T21:07:01.208332,2026-07-21T21:07:01.208332
2184,254,88,5,114.54,20,458.16,completed,2026-05-28T01:49:01.208332,2026-05-28T01:49:01.208332
2185,85,57,5,183.8,5,873.05,shipped,2026-06-05T23:57:01.208332,2026-06-05T23:57:01.208332
2186,206,78,3,152.1,0,456.3,completed,2026-03-29T02:33:01.208332,2026-03-29T02:33:01.208332
2187,82,74,2,241.53,10,434.75,completed,2026-06-30T10:23:01.208332,2026-06-30T10:23:01.208332
2188,451,66,4,189.77,10,683.17,cancelled,2026-07-02T10:35:01.208332,2026-07-02T10:35:01.208332
2189,269,34,3,167.45,20,401.88,completed,2026-04-04T17:01:01.208332,2026-04-04T17:01:01.208332
2190,363,35,5,196.82,0,984.1,completed,2026-03-26T17:57:01.208332,2026-03-26T17:57:01.208332
2191,24,69,2,211.41,0,422.82,cancelled,2026-03-02T17:09:01.208332,2026-03-02T17:09:01.208332
2192,76,36,2,202.99,0,405.98,completed,2026-08-01T14:14:01.208332,2026-08-01T14:14:01.208332
2193,329,32,2,109.47,10,197.05,completed,2026-03-16T17:59:01.208332,2026-03-16T17:59:01.208332
2194,333,45,5,66.28,0,331.4,completed,2026-04-23T16:23:01.208332,2026-04-23T16:23:01.208332
2195,485,91,5,146.76,0,733.8,completed,2026-07-05T01:10:01.208332,2026-07-05T01:10:01.208332
2196,210,79,3,177.33,0,531.99,completed,2026-08-21T23:02:01.208332,2026-08-21T23:02:01.208332
2197,321,2,3,63.38,0,190.14,completed,2026-07-06T13:52:01.208332,2026-07-06T13:52:01.208332
2198,91,33,1,128.65,10,115.79,processing,2026-06-23T06:13:01.208332,2026-06-23T06:13:01.208332
2199,55,93,4,127.01,15,431.83,cancelled,2026-04-11T10:43:01.208332,2026-04-11T10:43:01.208332
2200,325,78,5,152.1,0,760.5,shipped,2026-07-22T07:13:01.208332,2026-07-22T07:13:01.208332
2201,113,42,3,118.02,0,354.06,cancelled,2026-06-09T11:41:01.208332,2026-06-09T11:41:01.208332
2202,414,97,4,143.24,0,572.96,completed,2026-05-15T19:12:01.208332,2026-05-15T19:12:01.208332
2203,374,93,4,127.01,0,508.04,shipped,2026-03-22T14:26:01.208332,2026-03-22T14:26:01.208332
2204,48,64,2,190.48,5,361.91,completed,2026-03-29T06:45:01.208332,2026-03-29T06:45:01.208332
2205,97,73,4,155.74,15,529.52,cancelled,2026-03-28T10:34:01.208332,2026-03-28T10:34:01.208332
2206,145,3,3,83.25,0,249.75,completed,2026-08-03T18:05:01.208332,2026-08-03T18:05:01.208332
2207,419,51,5,227.16,0,1135.8,completed,2026-03-08T05:48:01.208332,2026-03-08T05:48:01.208332
2208,37,55,2,62.66,5,119.05,cancelled,2026-08-08T02:25:01.208332,2026-08-08T02:25:01.208332
2209,497,52,1,101.29,15,86.1,completed,2026-05-30T11:53:01.208332,2026-05-30T11:53:01.208332
2210,373,97,1,143.24,10,128.92,shipped,2026-03-13T18:05:01.208332,2026-03-13T18:05:01.208332
2211,197,3,1,83.25,20,66.6,cancelled,2026-02-26T01:34:01.208332,2026-02-26T01:34:01.208332
2212,479,6,2,94.28,0,188.56,completed,2026-07-13T19:03:01.208332,2026-07-13T19:03:01.208332
2213,138,19,5,106.58,0,532.9,completed,2026-07-17T20:25:01.208332,2026-07-17T20:25:01.208332
2214,491,14,5,20.65,15,87.76,completed,2026-07-22T13:22:01.208332,2026-07-22T13:22:01.208332
2215,437,91,1,146.76,0,146.76,shipped,2026-03-20T22:40:01.208332,2026-03-20T22:40:01.208332
2216,389,73,4,155.74,20,498.37,completed,2026-03-25T07:09:01.208332,2026-03-25T07:09:01.208332
2217,170,62,2,88.56,0,177.12,processing,2026-03-05T18:29:01.208332,2026-03-05T18:29:01.208332
2218,355,35,5,196.82,0,984.1,completed,2026-02-27T11:01:01.208332,2026-02-27T11:01:01.208332
2219,53,70,3,40.29,0,120.87,shipped,2026-05-27T17:19:01.208332,2026-05-27T17:19:01.208332
2220,73,1,2,101.81,0,203.62,shipped,2026-04-05T20:43:01.208332,2026-04-05T20:43:01.208332
2221,198,19,3,106.58,15,271.78,completed,2026-04-16T19:37:01.208332,2026-04-16T19:37:01.208332
2222,472,88,4,114.54,15,389.44,cancelled,2026-08-03T13:35:01.208332,2026-08-03T13:35:01.208332
2223,422,15,4,134.78,0,539.12,completed,2026-03-15T15:33:01.208332,2026-03-15T15:33:01.208332
2224,53,37,3,143.78,0,431.34,completed,2026-06-15T16:23:01.208332,2026-06-15T16:23:01.208332
2225,61,47,1,46.2,0,46.2,completed,2026-06-13T15:29:01.208332,2026-06-13T15:29:01.208332
2226,92,55,5,62.66,0,313.3,completed,2026-06-12T18:06:01.208332,2026-06-12T18:06:01.208332
2227,348,55,2,62.66,15,106.52,completed,2026-06-28T16:37:01.208332,2026-06-28T16:37:01.208332
2228,320,37,3,143.78,0,431.34,shipped,2026-04-13T22:47:01.208332,2026-04-13T22:47:01.208332
2229,339,48,3,179.54,20,430.9,cancelled,2026-08-07T17:02:01.208332,2026-08-07T17:02:01.208332
2230,409,10,1,36.02,20,28.82,completed,2026-08-12T11:07:01.208332,2026-08-12T11:07:01.208332
2231,399,84,2,114.05,0,228.1,shipped,2026-03-22T12:01:01.208332,2026-03-22T12:01:01.208332
2232,229,93,4,127.01,20,406.43,completed,2026-03-07T20:27:01.208332,2026-03-07T20:27:01.208332
2233,296,55,3,62.66,0,187.98,completed,2026-03-12T01:32:01.208332,2026-03-12T01:32:01.208332
2234,66,24,4,60.44,0,241.76,shipped,2026-04-22T17:28:01.208332,2026-04-22T17:28:01.208332
2235,218,62,4,88.56,10,318.82,cancelled,2026-07-18T01:13:01.208332,2026-07-18T01:13:01.208332
2236,171,18,2,131.71,5,250.25,processing,2026-05-10T19:31:01.208332,2026-05-10T19:31:01.208332
2237,255,69,5,211.41,5,1004.2,processing,2026-05-31T12:46:01.208332,2026-05-31T12:46:01.208332
2238,421,30,4,15.86,0,63.44,cancelled,2026-06-09T08:38:01.208332,2026-06-09T08:38:01.208332
2239,216,68,5,191.02,20,764.08,cancelled,2026-06-29T20:18:01.208332,2026-06-29T20:18:01.208332
2240,113,90,1,221.59,0,221.59,completed,2026-04-30T10:41:01.208332,2026-04-30T10:41:01.208332
2241,105,3,3,83.25,10,224.78,completed,2026-05-20T20:58:01.208332,2026-05-20T20:58:01.208332
2242,472,15,1,134.78,0,134.78,completed,2026-04-30T06:58:01.208332,2026-04-30T06:58:01.208332
2243,151,59,2,152.05,20,243.28,processing,2026-07-28T22:32:01.208332,2026-07-28T22:32:01.208332
2244,498,54,2,139.17,0,278.34,completed,2026-07-24T07:10:01.208332,2026-07-24T07:10:01.208332
2245,29,96,2,67.93,0,135.86,cancelled,2026-08-17T17:38:01.208332,2026-08-17T17:38:01.208332
2246,361,19,4,106.58,15,362.37,cancelled,2026-02-28T09:28:01.208332,2026-02-28T09:28:01.208332
2247,495,55,3,62.66,0,187.98,completed,2026-07-01T06:50:01.208332,2026-07-01T06:50:01.208332
2248,340,75,1,16.16,5,15.35,processing,2026-07-26T01:11:01.208332,2026-07-26T01:11:01.208332
2249,446,21,1,172.56,0,172.56,completed,2026-05-01T02:08:01.208332,2026-05-01T02:08:01.208332
2250,41,32,1,109.47,0,109.47,shipped,2026-06-07T05:09:01.208332,2026-06-07T05:09:01.208332
2251,77,98,2,165.02,5,313.54,completed,2026-07-08T23:01:01.208332,2026-07-08T23:01:01.208332
2252,384,68,3,191.02,5,544.41,cancelled,2026-05-09T12:20:01.208332,2026-05-09T12:20:01.208332
2253,173,57,1,183.8,0,183.8,completed,2026-03-15T20:29:01.208332,2026-03-15T20:29:01.208332
2254,31,83,1,213.9,10,192.51,completed,2026-07-10T08:06:01.208332,2026-07-10T08:06:01.208332
2255,258,21,1,172.56,5,163.93,shipped,2026-07-25T04:24:01.208332,2026-07-25T04:24:01.208332
2256,349,59,5,152.05,15,646.21,completed,2026-07-24T14:35:01.208332,2026-07-24T14:35:01.208332
2257,471,74,5,241.53,0,1207.65,completed,2026-07-02T17:34:01.208332,2026-07-02T17:34:01.208332
2258,217,21,3,172.56,0,517.68,shipped,2026-05-29T12:50:01.208332,2026-05-29T12:50:01.208332
2259,487,17,2,85.34,5,162.15,completed,2026-06-16T07:00:01.208332,2026-06-16T07:00:01.208332
2260,113,51,2,227.16,20,363.46,processing,2026-07-09T09:40:01.208332,2026-07-09T09:40:01.208332
2261,310,10,4,36.02,5,136.88,cancelled,2026-04-21T14:42:01.208332,2026-04-21T14:42:01.208332
2262,329,52,4,101.29,0,405.16,completed,2026-03-05T13:13:01.208332,2026-03-05T13:13:01.208332
2263,332,55,2,62.66,0,125.32,completed,2026-03-15T07:58:01.208332,2026-03-15T07:58:01.208332
2264,40,47,5,46.2,20,184.8,completed,2026-07-27T17:15:01.208332,2026-07-27T17:15:01.208332
2265,15,31,3,156.71,0,470.13,completed,2026-06-02T04:30:01.208332,2026-06-02T04:30:01.208332
2266,34,28,5,206.42,0,1032.1,completed,2026-07-11T07:39:01.208332,2026-07-11T07:39:01.208332
2267,97,71,2,237.46,15,403.68,completed,2026-08-11T18:06:01.208332,2026-08-11T18:06:01.208332
2268,124,35,1,196.82,10,177.14,completed,2026-06-06T10:00:01.208332,2026-06-06T10:00:01.208332
2269,289,62,1,88.56,0,88.56,completed,2026-04-21T20:47:01.208332,2026-04-21T20:47:01.208332
2270,484,40,1,157.04,0,157.04,completed,2026-07-10T10:30:01.208332,2026-07-10T10:30:01.208332
2271,491,51,5,227.16,0,1135.8,shipped,2026-04-21T20:19:01.208332,2026-04-21T20:19:01.208332
2272,372,46,2,224.33,15,381.36,completed,2026-06-26T10:06:01.208332,2026-06-26T10:06:01.208332
2273,170,53,5,81.67,0,408.35,completed,2026-05-26T00:24:01.208332,2026-05-26T00:24:01.208332
2274,13,76,4,172.56,5,655.73,completed,2026-06-10T08:12:01.208332,2026-06-10T08:12:01.208332
2275,149,21,2,172.56,15,293.35,completed,2026-05-18T21:42:01.208332,2026-05-18T21:42:01.208332
2276,454,81,1,137.86,15,117.18,completed,2026-04-06T18:06:01.208332,2026-04-06T18:06:01.208332
2277,414,88,2,114.54,20,183.26,completed,2026-07-04T09:46:01.208332,2026-07-04T09:46:01.208332
2278,494,65,5,210.38,15,894.12,cancelled,2026-06-14T09:59:01.208332,2026-06-14T09:59:01.208332
2279,268,99,3,200.3,5,570.86,completed,2026-07-16T13:37:01.208332,2026-07-16T13:37:01.208332
2280,174,38,3,42.0,10,113.4,shipped,2026-07-29T10:04:01.208332,2026-07-29T10:04:01.208332
2281,21,92,4,16.89,0,67.56,processing,2026-04-02T14:43:01.208332,2026-04-02T14:43:01.208332
2282,311,10,2,36.02,10,64.84,shipped,2026-06-17T21:13:01.208332,2026-06-17T21:13:01.208332
2283,50,2,2,63.38,20,101.41,completed,2026-08-01T01:27:01.208332,2026-08-01T01:27:01.208332
2284,281,12,4,155.49,0,621.96,completed,2026-05-17T09:27:01.208332,2026-05-17T09:27:01.208332
2285,87,38,2,42.0,0,84.0,processing,2026-04-15T14:13:01.208332,2026-04-15T14:13:01.208332
2286,187,46,1,224.33,0,224.33,cancelled,2026-03-28T05:14:01.208332,2026-03-28T05:14:01.208332
2287,396,59,3,152.05,5,433.34,completed,2026-08-20T17:25:01.208332,2026-08-20T17:25:01.208332
2288,391,57,2,183.8,0,367.6,processing,2026-08-19T11:42:01.208332,2026-08-19T11:42:01.208332
2289,250,6,3,94.28,20,226.27,shipped,2026-04-16T18:39:01.208332,2026-04-16T18:39:01.208332
2290,210,80,2,203.33,5,386.33,processing,2026-05-01T08:38:01.208332,2026-05-01T08:38:01.208332
2291,433,80,3,203.33,0,609.99,cancelled,2026-03-10T19:08:01.208332,2026-03-10T19:08:01.208332
2292,212,65,4,210.38,0,841.52,cancelled,2026-08-02T07:49:01.208332,2026-08-02T07:49:01.208332
2293,22,80,1,203.33,15,172.83,completed,2026-07-17T12:30:01.208332,2026-07-17T12:30:01.208332
2294,359,72,1,194.06,0,194.06,completed,2026-07-28T21:26:01.208332,2026-07-28T21:26:01.208332
2295,149,49,2,107.82,10,194.08,completed,2026-05-07T06:50:01.208332,2026-05-07T06:50:01.208332
2296,115,50,4,24.94,15,84.8,completed,2026-03-12T14:53:01.208332,2026-03-12T14:53:01.208332
2297,239,60,5,164.26,20,657.04,completed,2026-05-19T05:20:01.208332,2026-05-19T05:20:01.208332
2298,44,24,1,60.44,5,57.42,shipped,2026-07-13T10:45:01.208332,2026-07-13T10:45:01.208332
2299,103,52,3,101.29,0,303.87,completed,2026-04-22T08:36:01.208332,2026-04-22T08:36:01.208332
2300,310,63,2,91.0,15,154.7,shipped,2026-07-08T13:05:01.208332,2026-07-08T13:05:01.208332
2301,59,36,4,202.99,0,811.96,completed,2026-06-02T19:51:01.208332,2026-06-02T19:51:01.208332
2302,486,61,2,53.61,15,91.14,completed,2026-04-03T11:01:01.208332,2026-04-03T11:01:01.208332
2303,291,5,5,88.78,20,355.12,completed,2026-05-03T19:51:01.208332,2026-05-03T19:51:01.208332
2304,480,47,4,46.2,5,175.56,completed,2026-04-03T10:48:01.208332,2026-04-03T10:48:01.208332
2305,109,3,4,83.25,0,333.0,cancelled,2026-04-10T11:40:01.208332,2026-04-10T11:40:01.208332
2306,91,11,2,184.85,0,369.7,shipped,2026-04-14T11:04:01.208332,2026-04-14T11:04:01.208332
2307,42,39,4,247.09,20,790.69,processing,2026-05-11T00:09:01.208332,2026-05-11T00:09:01.208332
2308,110,86,3,186.11,0,558.33,completed,2026-07-24T19:05:01.208332,2026-07-24T19:05:01.208332
2309,48,55,3,62.66,20,150.38,completed,2026-04-18T15:33:01.208332,2026-04-18T15:33:01.208332
2310,102,45,4,66.28,5,251.86,processing,2026-05-21T03:51:01.208332,2026-05-21T03:51:01.208332
2311,353,21,4,172.56,0,690.24,cancelled,2026-08-08T17:34:01.208332,2026-08-08T17:34:01.208332
2312,293,50,1,24.94,10,22.45,processing,2026-07-16T03:39:01.208332,2026-07-16T03:39:01.208332
2313,102,10,5,36.02,10,162.09,completed,2026-03-21T22:12:01.208332,2026-03-21T22:12:01.208332
2314,341,94,3,91.68,0,275.04,shipped,2026-03-22T23:56:01.208332,2026-03-22T23:56:01.208332
2315,479,19,4,106.58,20,341.06,completed,2026-04-22T04:46:01.208332,2026-04-22T04:46:01.208332
2316,406,87,4,203.97,0,815.88,cancelled,2026-05-29T09:18:01.208332,2026-05-29T09:18:01.208332
2317,2,58,2,245.37,15,417.13,cancelled,2026-05-16T09:30:01.208332,2026-05-16T09:30:01.208332
2318,497,75,1,16.16,0,16.16,cancelled,2026-04-04T09:32:01.208332,2026-04-04T09:32:01.208332
2319,97,54,5,139.17,20,556.68,processing,2026-03-25T20:04:01.208332,2026-03-25T20:04:01.208332
2320,194,28,3,206.42,0,619.26,completed,2026-08-15T23:21:01.208332,2026-08-15T23:21:01.208332
2321,498,87,5,203.97,0,1019.85,completed,2026-05-02T00:02:01.208332,2026-05-02T00:02:01.208332
2322,9,39,3,247.09,10,667.14,completed,2026-07-22T16:51:01.208332,2026-07-22T16:51:01.208332
2323,359,64,4,190.48,5,723.82,completed,2026-05-09T07:22:01.208332,2026-05-09T07:22:01.208332
2324,181,70,4,40.29,10,145.04,completed,2026-08-19T22:08:01.208332,2026-08-19T22:08:01.208332
2325,59,23,4,210.09,5,798.34,completed,2026-05-02T12:33:01.208332,2026-05-02T12:33:01.208332
2326,284,77,2,235.95,10,424.71,shipped,2026-05-13T22:44:01.208332,2026-05-13T22:44:01.208332
2327,146,85,4,179.75,15,611.15,cancelled,2026-04-16T03:53:01.208332,2026-04-16T03:53:01.208332
2328,318,13,1,225.88,20,180.7,completed,2026-07-26T00:18:01.208332,2026-07-26T00:18:01.208332
2329,46,84,1,114.05,10,102.64,shipped,2026-08-12T08:30:01.208332,2026-08-12T08:30:01.208332
2330,54,64,5,190.48,10,857.16,cancelled,2026-03-13T17:58:01.208332,2026-03-13T17:58:01.208332
2331,228,65,5,210.38,20,841.52,cancelled,2026-03-01T12:57:01.208332,2026-03-01T12:57:01.208332
2332,149,54,2,139.17,0,278.34,shipped,2026-07-15T00:36:01.208332,2026-07-15T00:36:01.208332
2333,283,49,1,107.82,0,107.82,shipped,2026-07-29T11:47:01.208332,2026-07-29T11:47:01.208332
2334,487,16,3,113.51,20,272.42,shipped,2026-08-08T23:49:01.208332,2026-08-08T23:49:01.208332
2335,212,83,4,213.9,0,855.6,completed,2026-08-13T15:36:01.208332,2026-08-13T15:36:01.208332
2336,401,29,5,63.91,0,319.55,cancelled,2026-04-13T07:34:01.208332,2026-04-13T07:34:01.208332
2337,136,40,4,157.04,15,533.94,completed,2026-04-08T13:44:01.208332,2026-04-08T13:44:01.208332
2338,461,54,1,139.17,0,139.17,completed,2026-02-28T09:02:01.208332,2026-02-28T09:02:01.208332
2339,405,48,5,179.54,20,718.16,processing,2026-07-08T12:55:01.208332,2026-07-08T12:55:01.208332
2340,163,43,2,193.8,10,348.84,completed,2026-05-12T21:09:01.208332,2026-05-12T21:09:01.208332
2341,285,51,2,227.16,10,408.89,shipped,2026-06-20T21:56:01.208332,2026-06-20T21:56:01.208332
2342,425,7,5,89.48,5,425.03,cancelled,2026-03-19T01:24:01.208332,2026-03-19T01:24:01.208332
2343,200,94,2,91.68,5,174.19,completed,2026-08-07T04:45:01.208332,2026-08-07T04:45:01.208332
2344,265,21,4,172.56,0,690.24,cancelled,2026-03-13T17:25:01.208332,2026-03-13T17:25:01.208332
2345,411,17,5,85.34,0,426.7,processing,2026-06-18T13:10:01.208332,2026-06-18T13:10:01.208332
2346,402,51,3,227.16,20,545.18,completed,2026-06-04T06:02:01.208332,2026-06-04T06:02:01.208332
2347,486,42,2,118.02,0,236.04,completed,2026-03-12T13:50:01.208332,2026-03-12T13:50:01.208332
2348,224,2,5,63.38,0,316.9,processing,2026-02-28T15:54:01.208332,2026-02-28T15:54:01.208332
2349,363,70,1,40.29,10,36.26,completed,2026-05-04T05:07:01.208332,2026-05-04T05:07:01.208332
2350,381,94,2,91.68,5,174.19,cancelled,2026-06-19T02:22:01.208332,2026-06-19T02:22:01.208332
2351,399,46,2,224.33,0,448.66,completed,2026-06-22T09:16:01.208332,2026-06-22T09:16:01.208332
2352,153,25,5,116.03,20,464.12,cancelled,2026-04-09T05:53:01.208332,2026-04-09T05:53:01.208332
2353,400,49,3,107.82,15,274.94,completed,2026-03-05T00:27:01.208332,2026-03-05T00:27:01.208332
2354,43,19,1,106.58,15,90.59,processing,2026-08-21T21:00:01.208332,2026-08-21T21:00:01.208332
2355,444,14,1,20.65,5,19.62,processing,2026-08-11T09:21:01.208332,2026-08-11T09:21:01.208332
2356,63,14,2,20.65,0,41.3,completed,2026-04-12T07:02:01.208332,2026-04-12T07:02:01.208332
2357,48,10,4,36.02,20,115.26,completed,2026-04-30T09:20:01.208332,2026-04-30T09:20:01.208332
2358,201,13,4,225.88,20,722.82,shipped,2026-02-27T14:17:01.208332,2026-02-27T14:17:01.208332
2359,38,63,1,91.0,0,91.0,shipped,2026-06-28T17:23:01.208332,2026-06-28T17:23:01.208332
2360,193,41,4,117.02,20,374.46,completed,2026-03-24T22:14:01.208332,2026-03-24T22:14:01.208332
2361,153,2,2,63.38,15,107.75,cancelled,2026-06-06T20:54:01.208332,2026-06-06T20:54:01.208332
2362,311,5,1,88.78,0,88.78,shipped,2026-04-27T17:29:01.208332,2026-04-27T17:29:01.208332
2363,315,77,5,235.95,0,1179.75,processing,2026-03-24T10:22:01.208332,2026-03-24T10:22:01.208332
2364,380,33,1,128.65,0,128.65,completed,2026-06-13T22:30:01.208332,2026-06-13T22:30:01.208332
2365,275,3,5,83.25,10,374.62,completed,2026-07-12T03:03:01.208332,2026-07-12T03:03:01.208332
2366,111,47,1,46.2,0,46.2,completed,2026-02-28T23:14:01.208332,2026-02-28T23:14:01.208332
2367,71,29,1,63.91,15,54.32,completed,2026-06-29T12:01:01.208332,2026-06-29T12:01:01.208332
2368,138,36,4,202.99,0,811.96,completed,2026-08-16T03:05:01.208332,2026-08-16T03:05:01.208332
2369,179,91,5,146.76,15,623.73,shipped,2026-04-18T04:16:01.208332,2026-04-18T04:16:01.208332
2370,382,64,4,190.48,10,685.73,shipped,2026-08-14T21:00:01.208332,2026-08-14T21:00:01.208332
2371,473,25,3,116.03,0,348.09,cancelled,2026-03-31T14:54:01.208332,2026-03-31T14:54:01.208332
2372,434,92,3,16.89,5,48.14,processing,2026-03-14T07:55:01.208332,2026-03-14T07:55:01.208332
2373,407,99,5,200.3,0,1001.5,completed,2026-03-25T18:06:01.208332,2026-03-25T18:06:01.208332
2374,489,93,4,127.01,5,482.64,shipped,2026-08-03T07:37:01.208332,2026-08-03T07:37:01.208332
2375,217,77,3,235.95,20,566.28,processing,2026-04-22T15:00:01.208332,2026-04-22T15:00:01.208332
2376,56,78,4,152.1,5,577.98,processing,2026-03-31T22:57:01.208332,2026-03-31T22:57:01.208332
2377,181,48,1,179.54,5,170.56,completed,2026-03-26T01:05:01.208332,2026-03-26T01:05:01.208332
2378,491,66,3,189.77,10,512.38,completed,2026-05-09T04:50:01.208332,2026-05-09T04:50:01.208332
2379,310,83,5,213.9,0,1069.5,completed,2026-05-07T02:35:01.208332,2026-05-07T02:35:01.208332
2380,59,24,3,60.44,5,172.25,completed,2026-07-17T13:50:01.208332,2026-07-17T13:50:01.208332
2381,184,32,1,109.47,0,109.47,completed,2026-06-23T04:38:01.208332,2026-06-23T04:38:01.208332
2382,191,19,3,106.58,0,319.74,completed,2026-02-25T08:27:01.208332,2026-02-25T08:27:01.208332
2383,353,2,3,63.38,0,190.14,processing,2026-05-19T07:37:01.208332,2026-05-19T07:37:01.208332
2384,408,42,2,118.02,10,212.44,shipped,2026-03-07T15:45:01.208332,2026-03-07T15:45:01.208332
2385,146,78,2,152.1,10,273.78,completed,2026-04-04T04:28:01.208332,2026-04-04T04:28:01.208332
2386,288,36,5,202.99,20,811.96,cancelled,2026-07-30T03:22:01.208332,2026-07-30T03:22:01.208332
2387,39,74,4,241.53,15,821.2,shipped,2026-07-11T06:15:01.208332,2026-07-11T06:15:01.208332
2388,163,41,2,117.02,0,234.04,shipped,2026-03-04T15:20:01.208332,2026-03-04T15:20:01.208332
2389,256,6,3,94.28,5,268.7,completed,2026-03-17T07:25:01.208332,2026-03-17T07:25:01.208332
2390,232,22,5,146.59,0,732.95,shipped,2026-06-11T05:13:01.208332,2026-06-11T05:13:01.208332
2391,122,74,1,241.53,0,241.53,cancelled,2026-02-26T20:17:01.208332,2026-02-26T20:17:01.208332
2392,402,74,1,241.53,5,229.45,completed,2026-04-16T08:46:01.208332,2026-04-16T08:46:01.208332
2393,431,52,1,101.29,10,91.16,processing,2026-08-09T17:19:01.208332,2026-08-09T17:19:01.208332
2394,21,44,1,75.9,0,75.9,completed,2026-05-20T03:21:01.208332,2026-05-20T03:21:01.208332
2395,425,54,3,139.17,0,417.51,completed,2026-04-22T08:11:01.208332,2026-04-22T08:11:01.208332
2396,205,11,5,184.85,20,739.4,shipped,2026-04-21T14:38:01.208332,2026-04-21T14:38:01.208332
2397,314,7,4,89.48,0,357.92,shipped,2026-06-30T09:14:01.208332,2026-06-30T09:14:01.208332
2398,253,83,1,213.9,20,171.12,processing,2026-05-02T15:59:01.208332,2026-05-02T15:59:01.208332
2399,53,4,2,15.68,0,31.36,completed,2026-07-23T20:50:01.208332,2026-07-23T20:50:01.208332
2400,72,14,3,20.65,20,49.56,cancelled,2026-06-28T18:31:01.208332,2026-06-28T18:31:01.208332
2401,224,29,2,63.91,0,127.82,cancelled,2026-03-30T09:33:01.208332,2026-03-30T09:33:01.208332
2402,462,48,5,179.54,0,897.7,cancelled,2026-08-12T15:33:01.208332,2026-08-12T15:33:01.208332
2403,445,7,3,89.48,20,214.75,completed,2026-03-03T10:34:01.208332,2026-03-03T10:34:01.208332
2404,25,39,1,247.09,0,247.09,cancelled,2026-04-24T13:13:01.208332,2026-04-24T13:13:01.208332
2405,314,49,3,107.82,15,274.94,completed,2026-03-26T14:35:01.208332,2026-03-26T14:35:01.208332
2406,299,59,1,152.05,0,152.05,completed,2026-04-22T17:33:01.208332,2026-04-22T17:33:01.208332
2407,386,75,4,16.16,15,54.94,cancelled,2026-05-15T22:22:01.208332,2026-05-15T22:22:01.208332
2408,63,67,5,63.81,0,319.05,shipped,2026-06-08T19:11:01.208332,2026-06-08T19:11:01.208332
2409,339,63,3,91.0,0,273.0,cancelled,2026-07-14T06:05:01.208332,2026-07-14T06:05:01.208332
2410,248,29,1,63.91,0,63.91,completed,2026-07-13T01:57:01.208332,2026-07-13T01:57:01.208332
2411,365,11,3,184.85,10,499.09,completed,2026-07-25T16:54:01.208332,2026-07-25T16:54:01.208332
2412,338,83,2,213.9,15,363.63,completed,2026-03-09T19:13:01.208332,2026-03-09T19:13:01.208332
2413,498,64,1,190.48,0,190.48,cancelled,2026-02-25T23:43:01.208332,2026-02-25T23:43:01.208332
2414,111,60,4,164.26,0,657.04,completed,2026-05-23T08:55:01.208332,2026-05-23T08:55:01.208332
2415,175,27,5,78.11,20,312.44,processing,2026-05-30T15:40:01.208332,2026-05-30T15:40:01.208332
2416,440,41,3,117.02,15,298.4,cancelled,2026-05-17T06:01:01.208332,2026-05-17T06:01:01.208332
2417,79,65,1,210.38,0,210.38,completed,2026-04-04T10:15:01.208332,2026-04-04T10:15:01.208332
2418,198,58,5,245.37,10,1104.16,shipped,2026-04-01T13:22:01.208332,2026-04-01T13:22:01.208332
2419,97,9,3,149.34,5,425.62,cancelled,2026-03-25T11:45:01.208332,2026-03-25T11:45:01.208332
2420,158,74,1,241.53,0,241.53,completed,2026-05-18T12:18:01.208332,2026-05-18T12:18:01.208332
